# _tick,_time,step,total_loss,mean_episode_return,mean_episode_true_return,pg_loss,baseline_loss,entropy_loss
1160,1631057536.5429573,371200,2395.591552734375,1070.0,48.0,-8.136151313781738,2404.12744140625,-0.3997047245502472
1161,1631057536.8473868,371520,3108.314453125,1045.71435546875,47.142860412597656,-8.137187004089355,3117.1025390625,-0.6509644985198975
1162,1631057537.1258187,371840,8431.9443359375,910.0,55.0,-27.290250778198242,8459.333984375,-0.09977807104587555
1163,1631057537.360058,372160,2976.990234375,1050.0,60.000003814697266,7.024861812591553,2970.623046875,-0.6577184796333313
1164,1631057538.066573,372480,5498.521484375,941.4285888671875,55.71428680419922,-61.57139205932617,5560.470703125,-0.37803998589515686
1165,1631057538.2910533,372800,2958.934326171875,976.0,60.0,58.27793884277344,2901.75927734375,-1.1028695106506348
1166,1631057538.5733607,373120,10328.16796875,854.2857666015625,72.85714721679688,-3.5732669830322266,10331.947265625,-0.20559252798557281
1167,1631057538.7253637,373440,2566.062255859375,1018.75,48.75,29.108524322509766,2537.994873046875,-1.0413446426391602
1168,1631057539.160572,373760,6273.7333984375,890.0,65.0,-3.5630359649658203,6277.34765625,-0.05149945616722107
1169,1631057539.6609817,374080,4553.4091796875,816.6666870117188,60.0,-25.173568725585938,4579.17236328125,-0.5899230241775513
1170,1631057540.2228034,374400,2743.218505859375,1103.3333740234375,50.0,-20.564952850341797,2763.89111328125,-0.10759345442056656
1171,1631057540.5996957,374720,5080.23681640625,878.3333740234375,65.0,7.480646133422852,5073.234375,-0.4781995713710785
1172,1631057541.1001885,375040,8170.6982421875,871.6666870117188,55.0,-43.068504333496094,8213.9296875,-0.16291341185569763
1173,1631057541.4195802,375360,8102.86669921875,844.2857666015625,60.000003814697266,-19.468002319335938,8122.40380859375,-0.06939058750867844
1174,1631057541.722124,375680,3284.255126953125,971.4285888671875,60.000003814697266,43.64266586303711,3241.29638671875,-0.6838597059249878
1175,1631057542.044791,376000,9625.75390625,773.3333740234375,60.0,-24.767263412475586,9650.611328125,-0.08997108042240143
1176,1631057542.3146133,376320,7454.76416015625,900.0,70.0,4.7327728271484375,7450.06640625,-0.035265516489744186
1177,1631057542.6199503,376640,4287.1884765625,904.2857666015625,60.000003814697266,-0.34983110427856445,4288.2275390625,-0.6894299983978271
1178,1631057543.2985086,376960,7422.74560546875,1058.3333740234375,45.0,-23.749832153320312,7446.53271484375,-0.03690045699477196
1179,1631057543.4387941,377280,7154.5732421875,978.0,42.0,-0.08937668800354004,7154.7861328125,-0.12377631664276123
1180,1631057543.65821,377600,5724.93017578125,894.2857666015625,55.71428680419922,-12.79613208770752,5737.7646484375,-0.03859727084636688
1181,1631057544.4278188,377920,4707.22607421875,873.3333740234375,60.0,18.856870651245117,4689.09033203125,-0.7213903069496155
1182,1631057544.7632806,378240,6547.482421875,897.5,56.25,-9.325778007507324,6556.8837890625,-0.07580672204494476
1183,1631057545.2129016,378560,2724.92822265625,1110.0,50.0,5.266422271728516,2720.46044921875,-0.7985435128211975
1184,1631057545.5070355,378880,7812.63037109375,872.857177734375,51.42857360839844,-11.076622009277344,7823.7255859375,-0.018602672964334488
1185,1631057545.7032561,379200,3533.3251953125,974.2857666015625,55.71428680419922,-36.84775924682617,3571.058349609375,-0.8854127526283264
1186,1631057546.0575337,379520,6352.28515625,925.0,50.0,-8.255630493164062,6360.59033203125,-0.049165643751621246
1187,1631057546.404421,379840,11475.44140625,810.0,55.0,-0.38173359632492065,11475.82421875,-0.000868423143401742
1188,1631057546.7855349,380160,4561.2587890625,1035.0,45.0,-19.99129867553711,4581.47021484375,-0.22043377161026
1189,1631057547.4402473,380480,3033.597412109375,950.0,52.5,-8.147706031799316,3041.75390625,-0.008759313262999058
1190,1631057547.7206933,380800,7419.65771484375,985.0,60.0,-9.940230369567871,7429.66259765625,-0.0645608976483345
1191,1631057548.0346184,381120,4247.5654296875,891.6666870117188,60.0,-9.593789100646973,4257.65625,-0.4972117841243744
1192,1631057548.6715088,381440,7535.88427734375,911.6666870117188,50.0,-6.247175693511963,7542.19580078125,-0.06447374820709229
1193,1631057548.9577234,381760,3186.640625,960.0000610351562,60.000003814697266,-36.65973663330078,3224.3525390625,-1.052359700202942
1194,1631057549.215881,382080,7108.60107421875,835.7142944335938,60.000003814697266,-9.459783554077148,7118.1220703125,-0.06116754934191704
1195,1631057549.4348733,382400,3476.04248046875,876.6666870117188,60.0,27.019916534423828,3449.9404296875,-0.9179319739341736
1196,1631057549.8376276,382720,5942.1171875,932.857177734375,51.42857360839844,-5.144087314605713,5947.36376953125,-0.10278055816888809
1197,1631057550.4069169,383040,3342.14453125,951.6666870117188,65.0,-51.696380615234375,3394.60107421875,-0.7602952122688293
1198,1631057550.8906753,383360,4728.88671875,910.0000610351562,68.5714340209961,-15.578027725219727,4744.5146484375,-0.04990839958190918
1199,1631057551.1093533,383680,5618.0078125,977.5,52.5,42.79386901855469,5576.09423828125,-0.880256175994873
1200,1631057551.3722105,384000,1482.0738525390625,1046.666748046875,55.0,-88.90977478027344,1571.242431640625,-0.2588302493095398
1201,1631057551.8226373,384320,11841.1806640625,904.2857666015625,64.28572082519531,-1.8805177211761475,11843.068359375,-0.006485009100288153
1202,1631057552.1635897,384640,3615.65380859375,998.5714721679688,51.42857360839844,-47.574798583984375,3663.5322265625,-0.303653359413147
1203,1631057552.3613975,384960,4431.2978515625,985.0,55.0,36.046539306640625,4396.42626953125,-1.1747522354125977
1204,1631057553.0004501,385280,6545.90185546875,925.71435546875,64.28572082519531,-25.56324005126953,6571.60546875,-0.1401992291212082
1205,1631057553.1854916,385600,3887.53857421875,958.0,66.0,-35.74113082885742,3924.077880859375,-0.7980290651321411
1206,1631057553.4503639,385920,5227.31787109375,1055.0,45.0,-4.857381820678711,5232.21337890625,-0.03800128772854805
1207,1631057553.5987356,386240,4133.3916015625,961.6666870117188,60.0,-34.19055938720703,4167.9375,-0.3556731343269348
1208,1631057554.244417,386560,5438.32275390625,1041.666748046875,55.0,210.90943908691406,5228.88232421875,-1.469224214553833
1209,1631057554.5171182,386880,7345.13427734375,784.0,54.0,-45.41620635986328,7390.61376953125,-0.06358092278242111
